date,Alkalinity to pH 4.5 as CaCO3,Ammonia un-ionised as N,Nitrite as N,"Nitrogen, Total Oxidised as N","Orthophosphate, reactive as P","Oxygen, Dissolved as O2","Oxygen, Dissolved, % Saturation",pH,date
2003-07-07,134.0,0.00133,0.0196,1.77,0.24,9.44,102.0,8.0,2003-07-07
2003-07-17,179.0,0.0006,0.026,4.99,0.464,7.9,82.0,7.8,2003-07-17
2003-12-08,142.0,0.00111,0.0383,1.65,0.199,11.2,90.0,7.74,2003-12-08
2004-01-14,150.0,0.0005,0.0355,3.15,0.202,10.9,90.0,7.4,2004-01-14
2013-02-05,181.0,0.00068,0.0243,3.21,0.111,11.1,88.5,7.9,2013-02-05
2013-05-03,173.0,0.0033,0.0472,2.03,0.139,11.2,108.7,8.26,2013-05-03
2013-11-15,210.0,0.00055,0.0244,4.93,0.212,10.1,87.2,7.94,2013-11-15
2014-03-07,180.0,0.002,0.0265,1.83,0.061,10.4,88.9,7.85,2014-03-07
2014-06-23,143.0,0.00094,0.0114,1.37,0.065,8.14,89.0,7.9,2014-06-23
2014-09-02,194.0,0.00097,0.0315,4.21,0.109,8.03,84.0,8.01,2014-09-02
2014-12-30,196.0,0.00078,0.0235,3.99,0.113,11.6,92.0,7.96,2014-12-30
2015-01-29,171.0,0.0027,0.0257,2.56,0.036,12.8,100.5,8.11,2015-01-29
2015-04-20,211.0,0.00067,0.0231,5.95,0.116,13.4,127.3,8.23,2015-04-20
2015-09-04,119.0,0.00066,0.0062,0.77,0.082,8.57,88.0,7.87,2015-09-04
2015-12-08,201.0,0.0013,0.0473,4.2,0.169,8.86,80.7,7.92,2015-12-08
2016-02-29,259.0,0.00128,0.0444,4.32,0.154,9.71,85.2,8.09,2016-02-29
2016-08-15,209.0,0.0016,0.0636,4.68,0.228,8.39,85.6,8.01,2016-08-15
2016-11-29,200.0,0.00158,0.0606,5.24,0.225,11.0,88.2,7.91,2016-11-29
2016-12-06,163.0,0.00255,0.0437,2.42,0.129,11.6,91.5,7.82,2016-12-06
2017-03-08,161.0,0.00023,0.0155,2.04,0.091,11.8,103.9,7.54,2017-03-08
2017-06-20,197.0,0.00148,0.0262,6.52,0.318,8.41,98.1,8.0,2017-06-20
2017-09-29,107.0,0.00096,0.004,0.41,0.134,8.98,94.5,8.08,2017-09-29
2017-12-05,155.0,0.00043,0.0074,0.63,0.116,11.1,91.5,8.01,2017-12-05
2018-01-09,201.0,0.00114,0.0451,6.09,0.182,10.9,89.5,7.94,2018-01-09
2018-06-28,212.0,0.00089,0.0151,5.28,0.19,8.45,90.4,7.94,2018-06-28
2019-05-09,157.0,0.00064,0.0377,2.58,0.135,8.59,78.6,7.89,2019-05-09
2019-08-08,210.0,0.00097,0.031,5.0,0.23,8.66,91.5,8.12,2019-08-08
2019-10-23,160.0,0.00092,0.058,2.3,0.12,7.73,71.6,7.67,2019-10-23
2020-01-22,220.0,0.00105,0.025,6.0,0.13,11.6,95.9,7.95,2020-01-22
2021-04-20,220.0,0.00053,0.033,5.0,0.1,12.5,109.4,8.1,2021-04-20
2021-04-23,240.0,0.00061,0.019,5.7,0.13,13.4,122.9,8.23,2021-04-23
2021-05-06,200.0,0.00336,0.077,3.9,0.12,10.9,97.7,8.13,2021-05-06
2021-06-04,210.0,0.00092,0.038,6.1,0.12,8.87,92.2,8.08,2021-06-04
2021-07-07,160.0,0.00067,0.014,1.7,0.088,7.73,80.7,7.81,2021-07-07
2021-11-24,200.0,0.00036,0.024,5.8,0.17,10.2,87.5,7.86,2021-11-24
2021-12-17,210.0,0.00441,0.048,5.7,0.12,10.3,88.8,7.82,2021-12-17
2022-03-08,170.0,0.00118,0.016,2.5,0.059,10.7,90.6,8.12,2022-03-08
2022-03-18,150.0,0.00104,0.014,1.4,0.051,10.7,96.5,7.91,2022-03-18
2023-05-30,230.0,0.00057,0.033,4.7,0.17,9.09,88.2,7.89,2023-05-30
2023-06-28,210.0,0.00284,0.065,5.7,0.29,7.85,83.6,8.0,2023-06-28
2023-08-08,140.0,0.00098,0.014,1.4,0.091,8.8,93.2,8.14,2023-08-08
2000-01-10,186.0,0.001,0.009,9.56,0.02,11.8,95.0,8.2,2000-01-10
2000-02-08,188.0,0.001,0.018,8.82,0.089,11.59,99.8,8.2,2000-02-08
2000-03-06,188.0,0.001,0.014,8.99,0.076,11.7,99.3,8.2,2000-03-06
2000-04-11,189.0,0.001,0.008,9.06,0.05,11.9,101.1,8.2,2000-04-11
2000-05-15,188.0,0.001,0.016,9.64,0.03,11.7,114.2,8.3,2000-05-15
2000-06-05,189.0,0.001,0.017,9.08,0.056,11.1,104.0,8.3,2000-06-05
2000-07-11,184.0,0.001,0.017,8.25,0.099,11.39,105.9,8.3,2000-07-11
2000-08-09,168.0,0.0015,0.014,8.6,0.096,10.6,104.5,8.3,2000-08-09
2000-09-14,193.0,0.0006,0.01,8.36,0.095,10.6,99.3,8.3,2000-09-14
2000-10-10,189.0,0.0005,0.016,7.02,0.056,11.4,100.1,8.2,2000-10-10
2000-11-07,140.0,0.0004,0.024,6.17,0.056,10.3,90.3,7.9,2000-11-07
2000-12-06,40.0,0.0027,0.352,4.91,1.03,10.7,93.3,7.7,2000-12-06
2001-01-29,174.0,0.0004,0.009,8.7,0.05,11.7,95.7,8.2,2001-01-29
2001-02-05,193.0,0.0005,0.014,7.6,0.07,11.4,96.2,8.2,2001-02-05
2001-03-05,184.0,0.0011,0.0071,9.6,0.032,12.9,105.3,8.3,2001-03-05
2001-06-06,176.0,0.0007,0.0164,9.2,0.072,11.2,106.8,8.4,2001-06-06
2001-08-07,203.0,0.0009,0.0191,8.43,0.1,10.9,108.0,8.4,2001-08-07
2001-10-08,168.0,0.0007,0.0206,8.94,0.152,11.4,106.0,8.2,2001-10-08
2002-01-07,244.0,0.0002,0.0117,0.49,0.019,9.3,74.6,7.78,2002-01-07
2002-02-04,172.0,0.0005,0.0119,8.63,0.068,12.0,100.1,8.01,2002-02-04
2002-04-09,205.0,0.0005,0.0106,8.87,0.07,12.6,108.0,8.4,2002-04-09
2002-05-07,205.0,0.0006,0.0155,8.52,0.06,11.5,102.9,8.21,2002-05-07
2002-05-20,206.0,0.0007,0.0148,8.27,0.107,12.1,116.3,8.0,2002-05-20
2002-07-02,176.0,0.0011,0.0157,8.65,0.072,11.7,112.4,8.2,2002-07-02
2002-07-09,183.0,0.0011,0.0165,8.27,0.142,10.6,102.3,8.2,2002-07-09
2002-08-05,182.0,0.0008,0.017,7.97,0.086,11.0,112.1,8.15,2002-08-05
2002-09-03,183.0,0.0007,0.0115,8.21,0.118,10.5,102.7,8.01,2002-09-03
2002-11-04,184.0,0.00037,0.0078,7.8,0.03,11.9,92.3,8.02,2002-11-04
2002-12-06,202.0,0.00047,0.0075,8.33,0.03,11.8,99.0,8.09,2002-12-06
2003-02-05,196.0,0.00031,0.0055,8.95,0.04,12.8,102.5,7.89,2003-02-05
2003-02-19,193.0,0.00037,0.0057,9.03,0.06,12.7,98.4,8.52,2003-02-19
2003-03-03,190.0,0.00034,0.0234,7.59,0.07,11.6,97.3,7.82,2003-03-03
2003-04-08,177.0,0.00045,0.0064,9.04,0.07,13.1,108.9,8.2,2003-04-08
2003-05-22,159.0,0.00058,0.0169,8.3,0.133,10.7,100.2,7.9,2003-05-22
2003-06-03,169.0,0.00079,0.0197,8.33,0.103,11.7,116.1,8.38,2003-06-03
2003-07-11,162.0,0.00092,0.0196,8.31,0.09,10.8,112.5,8.4,2003-07-11
2003-08-04,171.0,0.00085,0.018,8.32,0.139,9.74,96.3,8.28,2003-08-04
2003-10-08,166.0,0.00056,0.0132,8.08,0.172,11.2,99.8,8.18,2003-10-08
2003-11-03,182.0,0.00014,0.0298,6.93,0.136,11.9,101.4,7.46,2003-11-03
2003-12-17,192.0,0.00036,0.0223,7.99,0.06,12.6,96.7,8.26,2003-12-17
2004-01-06,180.0,0.00023,0.0162,7.95,0.08,10.7,90.6,7.68,2004-01-06
2007-02-07,194.0,0.00038,0.0045,9.31,0.032,13.6,106.7,8.23,2007-02-07
2007-02-27,180.0,0.00061,0.005,7.07,0.041,11.2,96.0,8.1,2007-02-27
2007-03-06,159.0,0.00052,0.01,5.18,0.048,11.2,98.9,7.98,2007-03-06
2007-04-11,178.0,0.00135,0.0118,8.89,0.053,11.8,105.7,8.16,2007-04-11
2007-05-08,169.0,0.00063,0.0117,8.2,0.027,11.6,107.6,8.35,2007-05-08
2007-06-05,176.0,0.00072,0.0113,8.32,0.046,11.6,112.2,8.4,2007-06-05
2007-07-12,179.0,0.00072,0.0085,8.45,0.038,11.1,107.7,8.27,2007-07-12
2007-08-06,196.0,0.00071,0.0139,8.08,0.02,10.8,103.7,8.02,2007-08-06
2007-09-03,190.0,0.0007,0.0099,8.66,0.035,11.3,108.2,8.23,2007-09-03
2007-10-08,183.0,0.00059,0.0115,8.5,0.053,10.6,96.2,8.2,2007-10-08
2007-11-05,191.0,0.00044,0.01,8.87,0.037,11.8,97.4,8.1,2007-11-05
2007-12-03,189.0,0.00046,0.0106,6.56,0.047,11.0,92.1,8.1,2007-12-03
2008-01-07,194.0,0.00042,0.0105,7.24,0.048,11.8,96.3,8.12,2008-01-07
2008-02-07,185.0,0.00047,0.0042,6.35,0.022,11.7,98.6,8.0,2008-02-07
2008-03-03,188.0,0.00045,0.0057,8.57,0.038,12.3,102.3,8.2,2008-03-03
2008-04-07,185.0,0.00047,0.0052,7.96,0.034,12.0,101.6,8.3,2008-04-07
2008-05-06,188.0,0.00072,0.0132,7.56,0.034,12.2,117.7,8.37,2008-05-06
2008-06-04,184.0,0.00051,0.0121,4.41,0.051,10.0,96.2,7.8,2008-06-04
2008-07-08,183.0,0.00075,0.0155,6.55,0.052,11.3,110.9,8.44,2008-07-08
2008-08-05,185.0,0.0009,0.0123,7.55,0.066,10.7,105.7,8.2,2008-08-05
2008-09-01,182.0,0.00072,0.0097,7.96,0.062,11.1,107.8,8.37,2008-09-01
2008-10-07,192.0,0.00063,0.0085,7.76,0.047,10.5,97.8,8.2,2008-10-07
2008-11-04,208.0,0.00053,0.0106,6.71,0.052,11.3,99.5,8.19,2008-11-04
2008-11-23,210.0,0.00043,0.01,7.44,0.039,11.8,97.0,8.27,2008-11-23
2009-01-23,189.0,0.00041,0.0057,5.31,0.049,11.8,95.6,8.11,2009-01-23
2009-02-20,193.0,0.00048,0.006,7.27,0.02,12.4,105.0,8.2,2009-02-20
2009-03-22,180.0,0.00054,0.0065,8.23,0.023,12.0,106.0,8.3,2009-03-22
2009-05-05,195.0,0.0006,0.0098,8.07,0.038,11.6,106.1,8.37,2009-05-05
2009-05-10,180.0,0.00066,0.0114,7.8,0.038,12.1,113.6,8.47,2009-05-10
2009-05-30,181.0,0.00082,0.0181,7.6,0.059,11.4,114.9,8.48,2009-05-30
2009-07-12,168.0,0.00088,0.014,7.18,0.074,11.3,115.5,8.41,2009-07-12
2009-08-08,187.0,0.00085,0.012,5.98,0.063,11.3,114.7,8.21,2009-08-08
2009-08-21,181.0,0.0007,0.0102,6.76,0.043,7.02,67.4,8.27,2009-08-21
2009-10-15,187.0,0.00056,0.0111,7.47,0.077,10.9,96.9,8.2,2009-10-15
2009-11-17,196.0,0.00051,0.0123,5.9,0.061,11.2,97.3,8.12,2009-11-17
2009-12-04,213.0,0.00042,0.0085,6.99,0.035,12.1,98.2,8.17,2009-12-04
2010-02-04,199.0,0.00047,0.006,7.65,0.023,11.1,94.0,8.23,2010-02-04
2010-02-25,202.0,0.00047,0.005,7.11,0.029,11.2,94.9,8.2,2010-02-25
2010-03-17,196.0,0.00051,0.0051,7.81,0.024,11.8,102.1,8.37,2010-03-17
2010-04-21,179.0,0.00056,0.0073,7.87,0.039,12.5,111.8,8.45,2010-04-21
2010-05-18,189.0,0.00067,0.0108,7.66,0.039,12.1,114.2,8.42,2010-05-18
2010-06-17,183.0,0.00078,0.0141,7.61,0.075,11.3,111.5,8.51,2010-06-17
2010-07-12,162.0,0.00085,0.0135,7.12,0.056,11.8,119.5,8.5,2010-07-12
2010-08-09,172.0,0.00082,0.0112,6.98,0.063,11.5,115.4,8.54,2010-08-09
2010-09-13,184.0,0.00067,0.0085,7.3,0.076,11.2,105.7,8.39,2010-09-13
2010-10-15,192.0,0.00055,0.0066,7.62,0.072,11.4,100.9,8.25,2010-10-15
2010-11-05,185.0,0.00066,0.0125,7.0,0.056,10.5,98.9,8.27,2010-11-05
2010-12-11,190.0,0.00041,0.01,7.09,0.056,12.0,96.3,8.11,2010-12-11
2011-01-08,179.0,0.00041,0.0104,6.19,0.052,12.1,98.2,8.07,2011-01-08
2011-02-07,200.0,0.00051,0.008,7.25,0.042,11.3,97.4,8.66,2011-02-07
2011-03-17,193.0,0.00049,0.0066,7.64,0.034,12.2,105.0,8.34,2011-03-17
2011-04-15,182.0,0.00065,0.0091,7.3,0.045,12.1,113.4,8.59,2011-04-15
2011-05-11,180.0,0.00066,0.0157,7.2,0.064,10.4,96.3,8.17,2011-05-11
2011-06-07,168.0,0.00068,0.012,7.28,0.072,11.6,110.7,8.41,2011-06-07
2011-07-06,163.0,0.00082,0.0125,6.72,0.068,11.7,117.2,8.52,2011-07-06
2011-08-08,173.0,0.0007,0.0155,7.79,0.148,10.3,98.2,8.23,2011-08-08
2011-08-30,174.0,0.00066,0.0153,7.33,0.116,11.0,103.5,8.05,2011-08-30
2011-10-10,181.0,0.00074,0.0138,7.16,0.155,10.5,102.3,8.27,2011-10-10
2011-11-03,179.0,0.00064,0.0141,6.76,0.193,10.4,96.6,8.18,2011-11-03
2011-11-29,189.0,0.00048,0.0109,7.09,0.236,10.9,93.2,8.15,2011-11-29
2012-01-19,194.0,0.00047,0.009,7.02,0.072,12.4,104.8,8.3,2012-01-19
2012-02-08,190.0,0.00031,0.0071,5.9,0.057,13.2,96.4,8.27,2012-02-08
2012-03-27,182.0,0.00063,0.0083,6.54,0.062,11.6,108.3,8.44,2012-03-27
2012-04-25,179.0,0.00049,0.0101,5.71,0.068,10.3,87.6,8.15,2012-04-25
2012-05-25,196.0,0.00072,0.0164,6.58,0.029,9.82,95.1,8.2,2012-05-25
2012-06-11,191.0,0.00062,0.0171,6.07,0.062,9.15,84.7,8.14,2012-06-11
2012-07-12,203.0,0.00062,0.0118,6.15,0.038,9.94,92.0,8.17,2012-07-12
2012-08-07,191.0,0.00065,0.0105,6.9,0.04,9.8,92.0,8.1,2012-08-07
2012-09-04,199.0,0.00078,0.0126,6.37,0.057,8.91,88.2,8.28,2012-09-04
2012-10-02,198.0,0.00057,0.009,7.04,0.046,10.0,90.0,8.14,2012-10-02
2012-11-06,214.0,0.00043,0.0083,5.56,0.036,11.3,92.4,8.3,2012-11-06
2012-11-22,187.0,0.00041,0.0105,4.25,0.063,9.39,80.0,7.93,2012-11-22
2013-03-08,205.0,0.00052,0.0088,6.82,0.032,9.31,81.5,8.16,2013-03-08
2013-06-20,177.0,0.00059,0.022,6.84,0.062,8.5,84.0,7.88,2013-06-20
2013-09-18,181.0,0.00061,0.0141,6.91,0.105,11.3,104.0,8.34,2013-09-18
2013-12-10,193.0,0.00042,0.0069,7.12,0.05,11.0,90.0,8.28,2013-12-10
2014-01-15,184.0,0.00048,0.006,6.06,0.032,10.6,90.0,8.04,2014-01-15
2014-04-10,196.0,0.0005,0.0064,7.48,0.032,10.8,93.0,8.14,2014-04-10
2014-07-10,183.0,0.00078,0.0106,7.07,0.053,9.6,95.0,8.24,2014-07-10
2014-10-20,192.0,0.00066,0.0101,6.18,0.057,9.48,89.2,8.21,2014-10-20
2015-02-23,193.0,0.0004,0.0054,5.44,0.045,11.0,87.9,8.19,2015-02-23
2015-06-17,177.0,0.00085,0.0216,6.78,0.1,10.7,105.9,8.15,2015-06-17
2015-08-14,178.0,0.00075,0.0215,6.7,0.135,8.88,87.0,8.15,2015-08-14
2015-11-10,200.0,0.00067,0.0153,5.3,0.078,9.18,86.9,8.18,2015-11-10
2016-03-31,201.0,0.00046,0.0048,6.12,0.025,12.7,106.6,8.43,2016-03-31
2016-06-21,183.0,0.00078,0.0129,6.3,0.065,10.8,107.2,8.35,2016-06-21
2016-09-16,187.0,0.00077,0.0089,6.63,0.111,10.7,105.1,8.27,2016-09-16
2016-12-09,194.0,0.00056,0.0113,6.38,0.08,11.1,99.8,8.23,2016-12-09
2017-03-13,198.0,0.00055,0.0059,6.45,0.046,12.2,108.1,8.32,2017-03-13
2017-09-08,182.0,0.00074,0.0081,6.07,0.105,10.6,103.8,8.42,2017-09-08
2017-10-25,197.0,0.00069,0.0114,5.88,0.112,10.7,101.9,8.3,2017-10-25
2017-11-23,190.0,0.00053,0.0141,5.31,0.097,10.4,91.1,8.12,2017-11-23
2017-12-13,193.0,0.0004,0.0114,5.55,0.097,12.4,95.8,8.08,2017-12-13
2018-02-08,207.0,0.00042,0.0041,6.85,0.044,12.4,101.0,8.3,2018-02-08
2018-03-21,202.0,0.00048,0.0045,6.65,0.024,12.0,101.9,8.29,2018-03-21
2018-04-30,196.0,0.00052,0.0062,6.66,0.036,12.6,109.6,8.45,2018-04-30
2018-05-08,193.0,0.00075,0.0097,6.91,0.044,12.1,118.8,8.36,2018-05-08
2018-06-13,192.0,0.00078,0.0123,6.59,0.086,11.4,113.4,8.28,2018-06-13
2018-09-24,187.0,0.00057,0.0084,5.98,0.099,11.6,104.6,8.31,2018-09-24
2018-11-19,195.0,0.00044,0.0113,6.44,0.095,11.7,95.9,8.23,2018-11-19
2018-12-10,202.0,0.00047,0.0104,6.41,0.056,11.3,95.0,8.19,2018-12-10
2018-12-14,190.0,0.00036,0.0071,6.52,0.041,12.2,94.3,8.27,2018-12-14
2018-12-18,192.0,0.00048,0.0083,6.92,0.056,11.2,94.6,8.35,2018-12-18
2019-01-29,191.0,0.00036,0.0068,6.75,0.064,12.7,98.1,8.3,2019-01-29
2019-02-27,195.0,0.00046,0.0052,6.86,0.047,12.1,100.9,8.32,2019-02-27
2019-03-22,203.0,0.00054,0.0057,6.73,0.043,10.6,93.6,8.24,2019-03-22
2019-05-24,182.0,0.00072,0.0158,6.42,0.077,9.13,88.4,8.37,2019-05-24
2019-06-27,171.0,0.00059,0.011,4.15,0.021,8.15,81.2,7.87,2019-06-27
2019-07-15,190.0,0.00071,0.0088,6.5,0.082,8.56,82.5,8.33,2019-07-15
2019-10-07,200.0,0.00043,0.0089,5.8,0.073,8.89,83.8,7.81,2019-10-07
2019-10-22,210.0,0.00052,0.0069,6.1,0.038,9.15,80.1,8.26,2019-10-22
2019-11-06,218.0,0.00048,0.0064,6.45,0.038,10.6,90.1,8.05,2019-11-06
2019-11-20,210.0,0.00045,0.009,6.6,0.031,11.7,97.4,8.04,2019-11-20
2019-11-27,200.0,0.00041,0.011,5.5,0.044,8.9,77.7,7.89,2019-11-27
2019-12-12,200.0,0.00047,0.008,6.6,0.027,11.5,94.9,8.18,2019-12-12
2020-01-28,200.0,0.00043,0.0066,6.7,0.029,11.3,93.1,8.17,2020-01-28
2020-02-20,210.0,0.00049,0.0071,6.3,0.024,10.1,86.4,8.14,2020-02-20
2020-03-05,200.0,0.00045,0.0047,6.9,0.028,10.5,87.9,8.18,2020-03-05
2021-01-13,190.0,0.00044,0.0054,7.1,0.029,11.7,96.8,8.18,2021-01-13
2021-02-23,200.0,0.00046,0.0049,7.0,0.022,10.9,90.7,8.17,2021-02-23
2021-03-17,190.0,0.00047,0.0054,6.8,0.018,11.7,98.8,8.13,2021-03-17
2021-04-26,180.0,0.00048,0.0097,7.2,0.032,9.84,83.8,8.35,2021-04-26
2021-05-14,160.0,0.00117,0.017,6.0,0.055,9.89,88.2,8.03,2021-05-14
2021-06-28,190.0,0.00065,0.014,7.2,0.064,9.46,90.0,7.98,2021-06-28
2021-07-19,190.0,0.00102,0.018,7.1,0.073,10.8,115.3,8.56,2021-07-19
2021-08-16,170.0,0.00071,0.017,6.9,0.081,10.7,103.0,8.23,2021-08-16
2021-11-18,210.0,0.00052,0.0063,7.0,0.083,11.6,101.3,8.24,2021-11-18
2021-12-30,200.0,0.00061,0.0081,5.6,0.055,10.6,97.5,8.16,2021-12-30
2022-01-25,200.0,0.00041,0.0053,7.0,0.051,11.0,88.7,8.28,2022-01-25
2022-02-11,200.0,0.00039,0.006,6.8,0.058,11.3,89.2,8.36,2022-02-11
2022-02-25,210.0,0.00042,0.0042,6.7,0.034,11.6,94.2,8.4,2022-02-25
2022-03-28,200.0,0.00051,0.012,6.8,0.038,12.2,105.5,8.32,2022-03-28
2022-04-28,200.0,0.00051,0.012,14.0,0.019,12.0,103.7,8.31,2022-04-28
2022-05-31,180.0,0.0007,0.014,7.0,0.077,12.1,115.9,8.46,2022-05-31
2022-06-24,180.0,0.00087,0.017,6.5,0.088,10.8,108.4,8.26,2022-06-24
2022-08-17,170.0,0.00081,0.018,5.9,0.12,9.31,94.6,7.98,2022-08-17
2022-10-07,180.0,0.00065,0.011,6.5,0.12,10.5,98.4,8.33,2022-10-07
2022-10-25,190.0,0.00063,0.01,5.2,0.094,9.43,87.5,8.18,2022-10-25
2022-11-28,190.0,0.00048,0.0067,5.9,0.041,10.8,91.7,8.11,2022-11-28
2022-12-14,220.0,0.00035,0.0056,6.9,0.043,12.7,97.3,8.31,2022-12-14
2023-01-25,220.0,0.0004,0.0042,7.0,0.027,12.3,97.9,8.29,2023-01-25
2023-02-17,200.0,0.00054,0.0078,7.0,0.051,11.8,104.9,8.3,2023-02-17
2023-03-16,190.0,0.00047,0.0061,4.8,0.046,11.3,95.4,8.14,2023-03-16
2023-04-05,200.0,0.00053,0.0052,6.0,0.018,11.7,103.0,8.25,2023-04-05
2023-05-17,190.0,0.00059,0.0081,6.9,0.038,11.7,106.4,8.25,2023-05-17
2023-06-02,200.0,0.00064,0.012,7.3,0.044,12.0,111.5,8.35,2023-06-02
2023-08-14,190.0,0.00078,0.015,6.5,0.088,10.0,99.7,8.1,2023-08-14
2000-01-31,216.0,0.001,0.007,7.01,0.079,10.24,90.6,8.1,2000-01-31
2000-02-19,225.0,0.001,0.004,7.17,0.025,11.36,98.3,7.9,2000-02-19
2000-03-14,220.0,0.001,0.004,7.61,0.116,12.2,109.0,7.9,2000-03-14
2000-04-05,226.0,0.001,0.006,6.63,0.02,11.65,99.7,8.0,2000-04-05
2000-06-01,234.0,0.001,0.014,6.52,0.043,10.41,95.6,8.0,2000-06-01
2000-06-18,233.0,0.001,0.041,6.31,0.02,11.55,109.3,8.4,2000-06-18
2000-07-04,219.0,0.001,0.009,6.49,0.024,10.6,98.7,7.8,2000-07-04
2000-08-31,225.0,0.0007,0.012,6.04,0.02,10.4,98.5,8.0,2000-08-31
2000-09-05,206.0,0.0006,0.011,0.68,0.02,8.19,76.3,8.0,2000-09-05
2000-10-04,203.0,0.0004,0.019,6.15,0.043,11.1,103.1,7.8,2000-10-04
2000-10-31,210.0,0.0003,0.017,6.14,0.029,10.9,97.4,7.6,2000-10-31
2000-11-27,221.0,0.0003,0.006,6.64,0.038,10.8,94.8,7.8,2000-11-27
2000-12-07,220.0,0.0004,0.004,6.92,0.053,10.5,93.1,7.9,2000-12-07
2001-01-04,210.0,0.0005,0.013,7.11,0.123,10.5,92.0,7.8,2001-01-04
2001-01-27,211.0,0.0003,0.007,7.9,0.08,9.75,83.0,7.8,2001-01-27
2001-07-04,215.0,0.0006,0.0126,7.31,0.036,11.5,112.2,7.92,2001-07-04
2001-08-03,214.0,0.0004,0.0108,7.48,0.026,11.0,103.7,7.72,2001-08-03
2001-08-27,216.0,0.0004,0.0198,6.73,0.032,12.0,111.1,7.77,2001-08-27
2001-10-03,215.0,0.0007,0.0165,6.68,0.035,11.0,102.3,8.08,2001-10-03
2001-10-26,208.0,0.0005,0.018,6.39,0.037,10.5,96.8,7.79,2001-10-26
2001-11-27,212.0,0.0003,0.007,6.63,0.031,11.1,96.0,7.77,2001-11-27
2002-01-28,215.0,0.0005,0.004,7.11,0.032,11.9,103.2,7.97,2002-01-28
2002-02-27,215.0,0.0004,0.004,7.49,0.052,11.6,100.1,7.94,2002-02-27
2002-03-28,202.0,0.0003,0.004,7.8,0.037,11.8,99.9,7.8,2002-03-28
2002-04-04,204.0,0.0006,0.004,7.29,0.037,11.5,102.8,8.02,2002-04-04
2002-07-04,217.0,0.0006,0.0078,7.31,0.024,11.4,110.4,7.88,2002-07-04
2002-07-31,212.0,0.0004,0.0166,6.78,0.028,8.85,84.0,7.77,2002-07-31
2002-09-20,213.0,0.001,0.0115,6.97,0.032,10.5,97.0,8.03,2002-09-20
2002-10-21,216.0,0.0006,0.0158,7.31,0.03,11.4,102.5,7.7,2002-10-21
2002-10-28,217.0,0.00069,0.0163,6.55,0.02,10.5,94.1,8.1,2002-10-28
2002-11-30,215.0,0.00039,0.0071,7.5,0.04,11.4,99.8,7.67,2002-11-30
2002-12-14,212.0,0.00096,0.0088,7.56,0.05,10.7,94.5,8.05,2002-12-14
2002-12-22,215.0,0.00059,0.004,7.36,0.06,10.9,98.0,7.98,2002-12-22
2002-12-30,219.0,0.00037,0.004,7.69,0.05,10.4,93.3,7.72,2002-12-30
2003-01-31,223.0,0.00047,0.004,8.54,0.06,11.2,93.0,8.04,2003-01-31
2003-02-26,215.0,0.00038,0.0063,7.79,0.05,11.3,99.0,7.85,2003-02-26
2003-03-24,220.0,0.00047,0.0051,7.89,0.06,11.6,105.1,7.9,2003-03-24
2003-04-02,219.0,0.00025,0.004,8.57,0.05,11.4,96.6,7.71,2003-04-02
2003-04-30,210.0,0.00066,0.0046,7.69,0.05,11.8,107.0,7.88,2003-04-30
2003-05-27,211.0,0.00079,0.008,7.41,0.04,11.0,101.2,7.93,2003-05-27
2003-07-15,211.0,0.0004,0.0123,7.17,0.04,10.2,105.4,7.65,2003-07-15
2003-07-29,210.0,0.00069,0.0126,7.13,0.03,10.4,99.4,7.86,2003-07-29
2003-10-16,216.0,0.00064,0.0153,7.06,0.04,10.9,96.8,8.07,2003-10-16
2003-10-31,221.0,0.00067,0.0184,6.95,0.05,10.3,91.0,7.93,2003-10-31
2003-11-06,216.0,0.00032,0.018,6.88,0.05,11.2,100.9,7.71,2003-11-06
2003-11-28,218.0,0.00039,0.008,8.07,0.04,10.4,88.4,7.91,2003-11-28
2007-01-05,199.0,0.00047,0.006,7.71,0.05,10.7,96.8,7.91,2007-01-05
2007-02-02,255.0,0.00028,0.004,7.97,0.06,10.5,93.7,7.7,2007-02-02
2007-02-26,201.0,0.00034,0.004,7.91,0.057,10.9,96.1,7.8,2007-02-26
2007-04-04,197.0,0.00026,0.0042,7.68,0.054,11.5,100.3,7.7,2007-04-04
2007-05-01,190.0,0.00038,0.0044,7.82,0.031,10.9,99.1,7.8,2007-05-01
2007-05-30,206.0,0.00024,0.0062,7.29,0.029,10.6,96.9,7.6,2007-05-30
2007-07-05,211.0,0.00028,0.0106,6.73,0.023,10.1,96.8,7.6,2007-07-05
2007-07-31,220.0,0.0002,0.0089,7.7,0.031,10.3,95.4,7.5,2007-07-31
2007-08-28,223.0,0.0002,0.0081,7.74,0.028,10.1,93.6,7.5,2007-08-28
2007-10-05,217.0,0.00051,0.0102,7.42,0.048,11.4,105.9,7.9,2007-10-05
2007-11-01,216.0,0.00034,0.0113,7.55,0.038,10.8,99.8,7.74,2007-11-01
2007-11-29,216.0,0.00026,0.0135,7.51,0.035,10.1,87.8,7.7,2007-11-29
2008-01-09,204.0,0.00028,0.0073,7.34,0.052,6.79,56.0,7.8,2008-01-09
2008-01-31,214.0,0.00041,0.004,7.61,0.048,12.4,107.6,7.9,2008-01-31
2008-02-27,224.0,0.00026,0.004,8.29,0.049,11.2,97.4,7.7,2008-02-27
2008-03-31,210.0,0.00026,0.004,7.42,0.076,11.3,98.0,7.7,2008-03-31
